-0.40637604242516495 -16.255041697006597 -650.2016678802638
-0.8097032612516776 -16.133088753060505 4.878117757843654
-1.2099784587429616 -16.01100789965136 4.883234136365786
-1.607236451142585 -15.890319695984934 4.827528146657087
-2.001633836490476 -15.775895413915642 4.57697128277168
-2.3935326225147384 -15.675951440970497 3.9977589178057826
-2.7835688816146025 -15.601450363994562 2.9800430790373866
-3.172701262656883 -15.565295241691217 1.4462048921338067
-3.562239056923299 -15.58151177065664 -0.6486611586169033
-3.9538517030420364 -15.664505844749499 -3.3197629637143677
-4.3495623636038685 -15.828426422473285 -6.556823108951448
-4.751728230211994 -16.086634664325032 -10.328329674069892
-5.163009917991796 -16.45126751119207 -14.58531387468156
-5.586331916001708 -16.932879920396466 -19.2644963681758
-6.0248356813116555 -17.54015061239791 -24.290827680057703
-6.481826655973524 -18.27963898647475 -29.579534963073684
-6.960716267993522 -19.155584480799916 -35.03781977300662
-7.464959851369598 -20.169743335043044 -40.566354169725116
-7.997991377830282 -21.321261058427332 -46.06070893537151
-8.563155920246242 -22.606581696638415 -51.41282552844331
-9.16364084801552 -24.019397110771123 -56.51261656530835
-9.802406869733494 -25.550640868718943 -61.2497503179128
-10.482120169131635 -27.188531975925656 -65.5156442882685
-11.205087007573596 -28.91867353767843 -69.20566247011095
-11.973192272016462 -30.724210577714643 -72.22148160144855
-12.787843514521478 -32.58604970020066 -74.4735648994407
-13.649922043885407 -34.48314117455716 -75.88365897426002
-14.559742581014376 -36.39282148515875 -76.38721242406348
-15.517022870943912 -38.291211597181416 -75.9356044809067
-16.52086445470763 -40.15366335054878 -74.49807013469467
-17.56974554783805 -41.95524372521675 -72.06321498671855
-18.66152665879973 -43.6712444384672 -68.64002853001807
-19.793469224542125 -45.277702629695824 -64.25832764914503
-20.962267159706997 -46.751917406594856 -58.968591075961285
-22.164090831004323 -48.07294685189305 -52.841177811927764
-23.39464259924756 -49.22207072972952 -45.96495511345893
-24.64922273707384 -50.18320551305109 -38.445391332862755
-25.922804245338092 -50.943260330570155 -30.402192700762498
-27.210114865232296 -51.49242479576813 -21.96657860791902
-28.505724419913246 -51.82438218723803 -13.278295658795969
-29.80413551622671 -51.936443852538616 -4.482466612023472
-31.099875586128363 -51.82960279606604 4.27364225890301
-32.38758823741299 -51.508506051385154 12.843869787235462
-33.66212190262195 -50.98134660835825 21.086377721076133
-34.91861381453765 -50.2596764766281 28.866805269205997
-36.15256739350691 -49.35814315877025 36.061332714314176
-37.35992121115638 -48.29415270597906 42.559618111647524
-38.537107810532795 -47.087463975056494 48.267549236902596
-39.68110083416998 -45.75972094548746 53.109721182761405
-40.78944916025851 -44.333933043541265 57.031516077847755
-41.860297088957154 -42.83391714794561 60.00063582382609
-42.892390060028845 -41.28371884286764 62.0079322031188
-43.88506590678419 -39.70703387021388 63.06739890615063
-44.83823222915839 -38.12665289496806 63.21523900983266
-45.7523310550382 -36.563953035192185 62.50799439103503
-46.62829249994145 -35.03845779613016 61.01980956248099
-47.467479577966955 -33.56748312102013 58.83898700440113
-48.27162661867141 -32.16588162817828 56.06405971367394
-49.04277387924412 -30.84589042290844 52.79964821079375
